"Name","Latitude","Longitude"
"acr810",,
"mischieffactory",,
"CarlisleMacKid",,
"coastradioKCST",,
"DCHospitalAssoc",,
"feed_stocks",,
"statesdj",,
"adapadvocacy",,
"bambipatrixie",,
"MDLIVEInc",,
"HeatherOEPR",,
"NAVARRE__",,
"NAVARRE__",,
"ExeterHospital",,
"KSL5TV",,
"MKDouglasCounty",,
"AJCHealthcare",,
"AJCHealthcare",,
"lmschrader",,
"TSPMG",,
"RepInnamorato",,
"951wayv",,
"privatehealthmd",,
"drjewilliams",,
"drjewilliams",,
"drjewilliams",,
"RunningMama0522",,
"NFIDvaccines",,
"NFIDvaccines",,
"NFIDvaccines",,
"UrologyCareFdn",,
"GMA",,
"CavalierInc",,
"PoisonIffy",,
"PoisonIffy",,
"HavasHealthYou",,
"Peorias923",,
"98PXYRochester",,
"alicesunnnn",,
"MerrittRiver",,
"LarryStCroix",,
"ghelt",,
"JeanMHeadrick",,
"AlaskaBristol",,
"abc13houston",,
"abc13houston",,
"hometown",,
"WBNG12News",,
"WFTV",,
"WFTV",,
"wirenews4",,
"JenniferHaynie1",,
"DMEMEDS",,
"DMEMEDS",,
"jackfpaylor",,
"badass_eli",,
"kimbers671",,
"DylanMnninghoff",,
"amomlessmom",,
"amomlessmom",,
"amomlessmom",,
"amomlessmom",,
"amomlessmom",,
"amomlessmom",,
"amomlessmom",,
"amomlessmom",,
"amomlessmom",,
"amomlessmom",,
"amomlessmom",,
"a35362",,
"a35362",,
"a35362",,
"KNOE8",,
"KNOE8",,
"DanDueckMH",,
"BrokenTeepee",,
"harryspadre",,
"pharmacydaily",,
"Timothy79735616",,
"StephenRuss",,
"Cantrellartkids",,
"KenShepherd",,
"rtv6",,
"rtv6",,
"rtv6",,
"JavaDoc5",,
"msclarkemason",,
"TakeThatCDC",,
"blueviewdc",,
"DebbieBrush",,
"ShamionRachel",,
"catnicolebryant",,
"SuMmy101",,
"wsoctv",,
"crazylil_monkey",,
"Magic1053SA",,
"younglovemommy",,
"younglovemommy",,
"younglovemommy",,
"younglovemommy",,
"younglovemommy",,
"younglovemommy",,
"younglovemommy",,
"younglovemommy",,
"younglovemommy",,
"younglovemommy",,
"younglovemommy",,
"Tyler_Southwood",37.2691755,-119.3066075
"localnews8",,
"Vic_Stone1",,
"MiamiSpine247",,
"MiamiSpine247",,
"MiamiSpine247",,
"POPSUGARMoms",,
"URAC",,
"URAC",,
"URAC",,
"URAC",,
"URAC",,
"LeannaOrganics",,
"AllThingsCBS47",,
"AllthingsFOX30",,
"cindergonz",,
"ellenblogs",,
"SahrinaZ",,
"bmorebooks",,
"jweaver121",,
"pmphotosac",,
"KUOW",,
"KUOW",,
"AWainwrightTV",40.7801881004963,-77.8787842816931
"CBSSacramento",,
"CBSSacramento",,
"CBSSacramento",,
"CBSSacramento",,
"KRMGtulsa",,
"KRMGtulsa",,
"monis1013",,
"jchawner",,
"bcmhouston",,
"MHA",,
"KimberBlodgett",,
"Syr829",,
"AndrewSmithNews",,
"DrMikeStanton",,
"BeachUrgent",,
"BeachUrgent",,
"kaybeegeez",,
"TopMuzz",,
"teresa9685",,
"JSplurky",,
"Rob_Schiff",,
"itsahotdogtree",,
"kckitty",,
"MomJB41",,
"pdr_colorado",,
"pdr_colorado",,
"youngboss78",,
"JLynMilele",,
"lodgeatwoodloch",,
"lodgeatwoodloch",,
"DrateHy",,
"TheFluminatti",,
"TheFluminatti",,
"TheFluminatti",,
"EngLifestyles",,
"GuruTelemed",,
"claraboarman",,
"nltarlow",,
"ImmunizePA",,
"laurnie234",,
"Mackenzie_Sue1",,
"timkrieg_tim",,
"walpole35102",,
"Burlington_MRC",,
"patdowling",,
"WebMD",,
"WebMD",,
"WebMD",,
"HealthyStMarys",,
"TwiDJG",,
"HelenAnn16",,
"HelenAnn16",,
"HelenAnn16",,
"dietforathletes",,
"Ted18641",,
"TheMommyMix",,
"crantina",,
"Mar974988",,
"PolitikMasFina",,
"AngeionGroup",,
"AngeionGroup",,
"BradWoodis",,
"MortalFrailty",,
"Local12",,
"Local12",,
"Local12",,
"Kell_Will",,
"drpatfarrell",,
"KWCHKatie",,
"ABCWorldNews",,
"journalsentinel",,
"Dougaldownunder",,
"Brandy_Shp",,
"StateStatus_LA",,
"SocialLifeMiami",,
"HealthThorough",,
"curtislwalker",,
"EINH1N1News",,
"EINH1N1News",,
"EINH1N1News",,
"EINH1N1News",,
"EINH1N1News",,
"janetshoemake",,
"Dowen223",,
"HealthcareGlob1",,
