"Name","Latitude","Longitude"
"drkdhoffman",,
"drkdhoffman",,
"103blinddog",,
"103blinddog",,
"TXLegeBills",,
"donaldhackett",,
"donaldhackett",,
"donaldhackett",,
"donaldhackett",,
"CaballeroCrusty",,
"CDC_Genomics",,
"nursetechexec1",,
"BioTickerInc",,
"cfordwtva",,
"uwdrwaldorf",,
"uwdrwaldorf",,
"Marshehan",,
"tsunosuke",,
"jamesjawa",,
"KaylaMBohn",,
"bowserphd",,
"ShoenLinda",,
"Brodie_Cromer",,
"drcummings11",,
"CoriSigma",,
"Urtizle",,
"PICU_UAE",,
"biorxivpreprint",,
"biorxivpreprint",,
"eireannkathleen",,
"laura_boykin",,
"beccataylo26",,
"dannydanngermua",,
"dannydanngermua",,
"wiscontext",,
"wiscontext",,
"wiscontext",,
"NFIDvaccines",,
"NFIDvaccines",,
"NFIDvaccines",,
"NFIDvaccines",,
"NFIDvaccines",,
"sportyginger",,
"sportyginger",,
"FHStralow",,
"KnoxDailySun",,
"shayleejaye01",,
"alanap98",,
"debmalyaray",,
"lovetoread423",,
"lovetoread423",,
"NordsPharmacy",,
"LegendAcres",,
"Jamesco81097456",39.344992,-76.7701715
"RockChalkJ",38.997936,-105.5508905
"rorykcd",,
"rorykcd",,
"rorykcd",,
"rorykcd",,
"rorykcd",,
"austnyan",,
"RickardonSports",,
"indystar",,
"TheNachoFast",,
"DrMarloArcher",,
"erikmoldwarrior",,
"PaulHumpa",,
"rachelewebster",,
"BritneeHumphrey",,
"CHCAlbany",,
"CIFSS",,
"biomerieux_inc",,
"biomerieux_inc",,
"biomerieux_inc",,
"biomerieux_inc",,
"CIDRAP",,
"CIDRAP",,
"edipfeiffer",,
"andrewpekosz",,
"JH_WomensHealth",,
"CandiceStone",,
"cafepharma",,
"CPHO_Canada",,
"CPHO_Canada",,
"decajene",,
"CraigCoffeyNow",38.8885185,-104.789327
"DonnaYoungDC",,
"DonnaYoungDC",,
"DonnaYoungDC",,
"DonnaYoungDC",,
"DonnaYoungDC",,
"DonnaYoungDC",,
"DonnaYoungDC",,
"DonnaYoungDC",,
"DonnaYoungDC",,
"Cyn190",,
"WayneMcCabe1",41.5964716177819,-93.7953705923855
"WayneMcCabe1",42.057867,-93.8851315
"NC5",,
"NC5",,
"KSLcom",,
"marissagal69",,
"_DCHealth",,
"_DCHealth",,
"yungvanzant",,
"Nightime1",,
"KMVTNews",,
"RNinja2021",,
"EDGAurora",,
"LDCHEALTH",,
"LDCHEALTH",,
"PHIdotorg",,
"HelenBranswell",,
"FullMagazineUS",,
"MainePHA",,
"keeperbookshelf",,
"BrotmanBaty",,
"PublicHealthUMN",,
"PublicHealthUMN",,
"Worcester_Aud",,
"Worcester_Aud",,
"QuidelDX",,
"QuidelDX",,
"GertvanderHoek",,
"GertvanderHoek",,
"WorldWeeklyNew2",,
"master_usmle_rv",,
"master_usmle_rv",,
"klynn75",,
"laurenkink98",,
"nickwohlge",,
"EBmedicine",,
"EBmedicine",,
"EBmedicine",,
"EBmedicine",,
"EBmedicine",,
"EBmedicine",,
"NancyLamWraps",,
"DundasMuseum",,
"APIC",,
"OriconAilin814",,
"VenablesBell",,
"MMCAP_Online",,
"MMCAP_Online",,
"DVGoldCoast",,
"DVGoldCoast",,
"DVBridgeport",,
"DVBridgeport",,
"DVFairfield_N",,
"DVFairfield_N",,
"NerdettePodcast",,
"PIDSociety",35.154147,-90.042491
"manjikarandikar",,
"gordonhochhalte",,
"RTmagazine",,
"RTmagazine",,
"LJLMD",,
"vtdigger",,
"WSMV",,
"ATS_Assemblies",,
"FOXNashville",,
"TamuliHealth",,
"bermaninstitute",,
"newschannelnine",,
"sickweather",,
"sickweather",,
"theriw",,
"KayJayFIN",,
"KayJayFIN",,
"KayJayFIN",,
"KayJayFIN",,
"BBColostrum",,
"GreatWarCentre",,
"MedicareFAQ",,
"PharPoint",,
"BWheelerglobe",,
"DevourerOfTime",,
"TarmoKat",,
"TarmoKat",,
"subbasegirl",,
"nclonline",,
"ReNuePlaza",,
"JRa_MKE",,
"BUFashana",42.8962295,-78.853563
"cellhostmicrobe",,
"tomfrank05",42.8962295,-78.853563
"dferhadian",,
"OxfordGenetics",,
"mtmdphd",,
"mtmdphd",,
"revolutionheal",,
"Official_Aidzz",,
"mala_influenza",25.7037304,-100.36791118
"mala_influenza",25.68117006,-100.33105483
"mala_influenza",25.7037304,-100.36791118
"mala_influenza",25.7037304,-100.36791118
"UWbernardLab",,
"alyssa_nychole",,
"valensresearch",,
"evanderburg",,
"sccadmedic",,
"10queues",,
"dmullinsdms",,
"dmullinsdms",,
"autummnnrosee",47.1680585,-122.224092
"JerryBeller1",,
"JerryBeller1",,
"JerryBeller1",,
"JerryBeller1",,
"astrocynical",,
"GretchenScience",,
"GretchenScience",,
"BillsUpToday",,
"AADAAINC",,
"dirtroaddiva1",,
"pinterventures",,
"Shplada",,
"E_Limes12",,
"isaac976",,
"DrRPalmquist",,
"ambelies",,
"sciencewiscedu",,
"sciencewiscedu",,
"sciencewiscedu",,
"sciencewiscedu",,
"EvanPhD",,
"pmgeorgic",,
"pmgeorgic",,
"AntiPedoTX",,
"mikeatrix",43.629311,-79.2725695
"rinaldopurisimo",,
"RicardoKostu",,
"mommyof41977",,
"TPickett",,
"eaglesnestof3",,
"trendycindy",,
"ZupanSydney",,
"RandomCran",,
"ThugPugMom",,
"ThugPugMom",,
"ThugPugMom",,
"Harmed4Life",,
"healthgirl4life",,
"healthgirl4life",,
"healthgirl4life",,
"MuseAcademic",,
"nicksorensen9",,
"Vickie_D_1999",33.92642,-98.5200567
"bpridgeo",,
"lifeofahunter",,
"short1derwoman",,
"stabyoulots",,
"stabyoulots",,
"stabyoulots",,
"stabyoulots",,
"stabyoulots",,
"stabyoulots",,
"stabyoulots",,
"stabyoulots",,
"stabyoulots",,
"stabyoulots",,
"stabyoulots",,
"5minutefriday",,
"CookiesbyDave",,
"KylaHansen10",,
"benpenwell_ben",,
"Penny3001",,
"tamerastock1",,
"EmmaHansen225",,
"wunc",,
"LilIowaGirl",,
"BreenEthan",,
"OBrienPharmacy",,
"stewartetcie",,
"jeni2clean",,
"drpeterlipson",,
"abracaddavid",,
"NIKKISM27628917",,
"Pharm_A_Save",,
"Pharm_A_Save",,
"SLOPublicHealth",,
"andreya_taylor",,
"seanyglatch",,
"WBUR",,
"CBeardstein",,
"VeritasEver",,
"SHEA_Epi",,
"SHEA_Epi",,
"stlkatydid",,
"coldQ1",,
"FreeRangeChcken",,
"JenDinnj",,
"BecherKimberly",,
"laurabmurphy",,
"FloBo2018",,
"FloBo2018",,
"medicalbag",,
"prepsummit",,
"NewsfromScience",,
"mcstarr1",,
"vcchealthcare",,
"WFUVNews",,
"WFUVNews",,
"lizziiereyes",,
"StreamValleyVet",,
"srm_up",,
"srm_up",,
"beltr_amado",,
"MedicalLabMLO",,
"KazunoriKoide",,
"jctar1",32.8100122,-117.10498915
"amagge",,
"MinnPharmAssoc",,
"Change_HC",,
"Change_HC",,
"EINGlaxoNews",,
"TahoeForest",,
"laurenkmuch",,
"nwtripfinder",,
"healthvermont",,
"VintageGinger",,
"DonnaShroyer4",,
"GenesisHCS",,
"SwayzeJp",,
"kellymuhl",,
"gsu_news",,
"ktmcbeth",,
"mnhealth",,
"AmandaGrrrace",,
"AmandaGrrrace",,
"ThomasKuenzli",,
"ThomasKuenzli",,
"einsteinmedicin",,
"BigData_Dan",,
"GPadilla70",,
"OurWorldUS",,
"shawnoiler",,
"UmbraSpark",,
"EquineGuelph",,
"EquineGuelph",,
"SciencePharmer",,
"SciencePharmer",,
"SciencePharmer",,
"SciencePharmer",,
"SciencePharmer",,
"SciencePharmer",,
"SciencePharmer",,
"SciencePharmer",,
"UBMAdvMfg",,
"FCC_INC",,
"KellyMotadelMD",,
"lpinsurance",,
"RayBoomhower",,
"LoriSaldanaSD",,
"vegnessa",,
"vmhospital",,
"bizooo44",,
"jennifernlane",37.6838965,-97.34391495
"WilmaraSalgado",,
"HealthyEscambia",,
"DispatchAlerts",,
"kyleserikawa",,
"SciFiGuy1",,
"ParentingPlanet",,
"Georgia_VOL",,
"prchovanec",,
"prchovanec",,
"prchovanec",,
"prchovanec",,
"Bree_LaNae14",,
"AlgorithmDancer",,
"Alchemy_Girl",,
"nat_maeb",,
"HealthyBuilds",,
"NanoSafe1",,
"WellAirInc",,
"bobbyspencehair",,
"WFSBnews",,
"grumpypedi",,
"grumpypedi",,
"keishaldencer",,
"keishaldencer",,
"biorxiv_pubd",,
"ISID_org",,
"snarddog",,
"deantak",,
"Bossoft",,
"Bossoft",,
"CellReports",,
"Larry_Svenson",,
"LindseyZettle",,
"valerievaldes",,
"allyling",,
"Serisothikos",,
"chandlerainsley",,
"UberDick",,
"UberDick",,
"HillsandDales",,
"HillsandDales",,
"CapitalRegional",,
"brian_abramson",,
"openloop",,
"kleinalexandre",,
"Azoftmh_",,
"slo129",,
"bunmzi",,
"ASMicrobiology",,
"ASMicrobiology",,
"ASMicrobiology",,
"ReservoireApp",,
"dr_saxelrath",,
"Bekahsaurus",,
"fancybuttplume",,
"CHCPinellas",,
"watchtheworldb1",,
"Meangreen675",,
"a_welshy",47.907497,-97.065563
"michelleb80",,
"michelleb80",,
"bugsysbak",,
"raindancedarria",,
"ConRansonet",,
"PondoTm",,
"Castielsguuurl",,
"janditheis",,
"LtFluffers",,
"Harris_FirstGRR",,
"arthurorm",,
"IowaGrammarGirl",,
"IowaGrammarGirl",,
"fobiwankenobi",,
"fobiwankenobi",,
"adamjmacneil",43.053899,-79.087874
"WildlifeDisease",,
"benkearney",,
"lifieldgg",32.8198585,-96.7617535
"KUSINews",,
"Aubree22_",,
"SanteePatch",,
"pharmacydaily",,
"CampPenPatch",,
"IBPatch",,
"SCIREQ",,
"10News",,
"DelMarCVPatch",,
"RBPatch",,
"LemonGrovePatch",,
"LaJollaPatch",,
"EncinitasPatch",,
"RamonaPatch",,
"CoronadoPatch",,
"PowayPatch",,
"lindseyrey",41.5909,-93.6209
"Courtney_Faller",,
"NursesWhoVax",,
"ReasonablePers8",,
"O2OHS",,
"MediSecureAU",,
"aaronvanderleek",,
"iseborfrank",,
"LeviCurrie",,
"heydusti",41.1352835,-104.7870919
"PharmacyPodcast",,
"SallyGirl",,
"_Jimboslicexx",,
"Freyaka2",,
"niallexplicit",,
"MayoClinic",,
"CDCDirector",,
"HultgrenLab",,
"UHPClubTIA",,
"LickingHealth",40.0796969,-82.40765295
"caitlinangeloff",,
"RealJHMartin",,
"Sullivan_Lab",,
"ScottFMartin",,
"lampsmith",,
"nbcsandiego",,
"sfawdm",,
"frida_estrada",,
"IDIGHProgram",,
"doctorMarkyMark",,
"doctorMarkyMark",,
"BuckTheFlu",,
"jabs611",,
"KPWaResearch",,
"KPWaResearch",,
"kristensalena",,
"Lilyroseviolet9",,
"Lilyroseviolet9",,
"SDCountyHHSA",,
"SanDiegoCounty",,
"untSHWC",,
"MDMagazine",,
"MDMagazine",,
"DocOlmstead",,
"Beida5T",,
"ALHistoryEdu",,
"AxiomAxiom",,
"mandymathisms",34.7338897,-87.64900045
"SedgwickCounty",,
"Amingee",,
"microRNApro",,
"microRNApro",,
"BLakeSumnrPatch",,
"PuyallupWAPatch",,
"EnumclawPatch",,
"mldcmu",40.4313888,-79.98068965
"Inveni_AI",,
"GHarborPatch",,
"SMusfelt",,
"RxRegA",,
"merrrd",,
"merrrd",,
"MDM_Events",,
"MDM_Events",,
"MDM_Events",,
"MDBoxapp",,
"MDBoxapp",,
"EVJltd",,
"EVJltd",,
"EVJltd",,
"pxwhittle",,
"zednanreh90",,
"LooseIsLoose",,
"KeithDarce",,
"shadybrady224",,
"Potrblog",,
"Potrblog",,
"Potrblog",,
"Potrblog",,
"Potrblog",,
"Potrblog",,
"Potrblog",,
"ryanreynolds86",,
"ahh_sht",,
"shayyy_1022",,
"valenciaxci",,
"ARCH_Queensu",,
"SciGuyKai",,
"chicagorunner83",,
"evanvwk",,
"IDinChildren",,
"AndrewALover",,
"UofMMedMicro",,
"UofMMedMicro",,
"MTUJAX",,
"JoeyDiZoglio",,
"InfectDisNews",,
"genentech",,
"genentech",,
"histnovsoc",,
"RichidsCoulter",,
"RichidsCoulter",,
"RichidsCoulter",,
"RichidsCoulter",,
"georgetown_ghss",,
"Siubhan_H",,
"devotedfriend72",,
"nwvetstanwood",,
"PBolton_Rbch",,
"Crims0nBlade",,
"UofU3i",,
"UofU3i",,
"UofU3i",,
"biocompare",,
"OKsuziMarketing",,
"_winterfel",,
"LABestBabies",,
"megalomaniac_v",,
"dawso007",,
"EMNews",,
"TargetRx_Tech",,
"dupage_care",,
"KUNRPublicRadio",,
"PotusBe",,
"SteriExperts",,
"AllergyAsthmaHQ",,
"SoniaRaoID",39.9632495,-86.1324485
"LucQuiGurl",,
"wisekatz45",,
"ldpsci",,
"OSUEMEdu",,
"ShohamTxID",,
"julieburg08",,
"SCOTTeHENSLEY",,
"SCOTTeHENSLEY",,
"claymohealth",,
"jennifer10010",39.9600010229456,-82.9975923831896
"gabbimarie23",,
"tinatruaxauthor",,
"darinweed",,
"bibliomavin",,
"CDCFlu",,
"garcia_ronette",,
"BlueAlertUs",,
"lj_tan",,
"Tigerwolf143",,
"usacsmret",,
"VindicoMedEd",,
"VindicoMedEd",,
"VindicoMedEd",,
"mcpasd",,
"genphys",,
"MBHolistic",,
"MBHolistic",,
"MBHolistic",,
"dm_momsblog",,
"sushispaniel",,
"host_microbe",,
"lindamartinseng",,
"NHSWiltshireCCG",,
"PepeClavijoA",,
"Owl_ofthewoods",,
"vegancrazycook",,
"hans_q",,
"hans_q",,
"PleonasticKimma",,
"PleonasticKimma",,
"COVetTech_",,
"jclacking",,
"therealToddRice",,
"CrweWorld",,
"CrweWorld",,
"feed_stocks",,
"nancymartz4",,
"nancymartz4",,
"BirdingTrip",,
"m_alshakhs_",,
"mandyssbc",,
"mandyssbc",,
"mandyssbc",,
"CrazyRxMan",,
"ElGuapoismad",,
"cupidsladyJed1",,
"physicianstran1",,
"Abandoned2222",,
"DaveGarber1975",,
"ayurvedic18",,
"MBaker911",,
"MyBabiesR2Cute",,
"FuturaDoctora_",,
"CappsAsh",33.4057545,-111.7375657
"JeremyHyde_",,
"JamieVBeyer",,
"mamasahotmess04",,
"mamasahotmess04",,
"A4Ny14",,
"dearcurves_",,
"zyradyl",,
"ChapBaseball_",,
"soltysik_rob",,
"KayleeSteffen",,
"bactiman63",,
"anders_mflo",,
"WCESRNTalbott",,
"KiowaCoSchools",,
"HayleyCardu",39.9946835,-82.98577205
"concettaeedy",,
"concettaeedy",,
"ewadswor",43.8717565,-72.4511725
"Ashleyjcotravel",43.2514515,-77.6885355
"CWolinetzNIH",,
"LeighAnnKopans",,
"mardin11",,
"SomeDudeInCA",,
"sitcancer",,
"leilahberns",,
"karlie_balzer",,
"MJermier07",,
"uileamychild",,
"_GeminiComplex",,
"wabenews",,
"MatzegOtto",,
"FluidsAndHealth",,
"enlightenedslut",,
"tonydaopharmd",,
"tonydaopharmd",,
"tonydaopharmd",,
"barbramon1",,
"Alyssanicolesss",,
"FloridaTaxWatch",,
"FloridaTaxWatch",,
"genocycler",,
"snarkyscrubs",,
"vnminin",,
"SCCHealth",,
"tv1productions",,
"Swabits",,
"KHCourage",,
"SmackQuacks",,
"Southwest_Texan",,
"JOCOHealth",,
"TheFebrileMuse",,
"TheFebrileMuse",,
"IrvCommunity",,
"ColdstreamH",,
"shizzster",,
"realiwasframed",,
"realiwasframed",,
"realiwasframed",,
"realiwasframed",,
"McLarenNorthern",,
"JennyGiarratano",,
"DC_AMCHP",,
"CPFgrants",,
"CPFgrants",,
"burtonstowski",44.9706105,-93.2620465
"Liebchen59",,
"bsletten",,
"CDCgov",,
"OSUScience",,
"TrudellMed",,
"HumanVacProject",,
"HumanVacProject",,
"TheStainedOne",,
"EINH1N1News",,
"EINH1N1News",,
"EINH1N1News",,
"A_Lustig_AHC",,
"ChemistryNews",,
"destiny_hward21",,
"snowsongwolf",,
"rickyinmessi",,
"WCHosp",,
"ManuelRibic18",,
"BioFireDX",,
"xNighthammerx",,
"RiveraDaniel_95",29.8384948,-95.4464865
"RiveraDaniel_95",29.8384948,-95.4464865
"CrashGuysInt",,
"UMaine",,
"acog",,
"z9bill",,
"FLHealthDuval",,
"PreventTyphoid",,
"allie_rosa",,
"USNatArchives",,
"USNatArchives",,
"USNatArchives",,
"JMitchell52",,
"Heather_Freely",,
"AmeliaW76851996",,
"RachelPeyton2",,
"aetiology",,
"aetiology",,
"aetiology",,
"bansallab",,
"ColumbiaHeights",38.89972008,-77.00530868
"paleomexicano",33.8091715,-118.1567104
"YaleEIP",,
"elonjames",,
"lelindstrom",,
"TCHPulmonary",,
"DMHospitalGroup",,
"NWINews",,
"Kinfolk702",,
"MdSitler",,
"LaVarsovienne",,
"harryprayiv",,
"toledonews",,
"bobw075",,
"Pharm4Me",,
"Tiger_Medical",,
"health_stark",,
"AMJPublicHealth",,
"Bellabeastmode",,
"Bellabeastmode",,
"ThisDayInWWI",,
"FinancialMirror",,
"jamessasek",,
"florian_krammer",,
"ron_humphrey",32.6782075,-83.1738665
"realYatzoSpatzo",,
"StephDeterman",,
"KSU_NABC",,
"hcyogini",,
"OhioDeptOfAging",,
"abtassociates",,
"HambySr",,
"HambySr",,
"Garryrage",,
"leftarmisme",41.732949,-93.6115305
"jen_7319",,
"Ksto7",,
"zara_milica_",,
"MineAllSell",,
"FaustoBustos",,
"twofvs",,
"UNRMicroLab",,
"YuriHiranuma",,
"rach_14_",,
"chancepatrickk",,
"hoenIyangel",,
"SophApe",,
"StufferWhite",,
"cestith",,
"_shaunana",,
"CptLibertarian",,
"lxuran",,
"PGH_Sports_Date",,
"Free2BMia",,
"TheSeventhRifle",,
"FDain2",,
"jenna_staner",,
"IsaacRuggles",,
"FlowDelPlaya",,
"BluePegPinkPeg",,
"ETSshow",,
"ETSshow",,
"ETSshow",,
"HMVJC",,
"mediocremarcos",,
"redswimmer99",,
"micheleneskey",32.8232,-79.8455
"History_geek77",,
"kamimudrow",,
"MarchofDimes",,
"lexie_castillo",,
"drchingona",,
"realrobertjones",,
"LocalHealthPha1",,
"kidsconsultant",,
"kidsconsultant",,
"D_Man416x",,
"alexandraerin",,
"ArExPharmacy",,
"LilMissHistory",,
"CrestonChamber",,
"wisedwhitney",40.3651595,-82.66946745
"DebbieBrown3248",,
"onpage11",,
"bcbssc",,
"SouthSoundBiz_",,
"eDocAmerica",,
"BrownIGirl21",,
"Aleks_S",,
"samoa_observer",,
"LS2group",,
"CCDD_HSPH",,
"d0didam",,
"GSU_Research",,
"BRHPCHealth",,
"PackMama92",,
"cheylouis",,
"stu085",,
"Arkinssolutions",,
"mimetic_",,
"mimetic_",,
"kslnewsradio",,
"lmansley",,
"mansfieldhist",,
"wluctv6",,
"EmigUq",,
"GeorgianaMoto",,
"airlinecity",,
"darcy6179",,
"darcy6179",,
"darcy6179",,
"DannyBoston1",,
"ronniem_plh65",,
"kayraanne",,
"NewsShamel",,
"Angrypops2016",,
"LKChapman147",,
"mignon_dunbar",,
"3rdrockhome",,
"sralphmd",,
"EzBrz",,
"AVESA2016",,
"YECdotcom",,
"YECdotcom",,
"NBCNewYork",,
"KelleyPlays",,
"Commpharmacy",,
"SamiRenee7189",,
"SerinaLeistritz",,
"famfightflu",,
"bhere",,
"udreview",,
"OscilloUSA",,
"TeaLadyDF",,
"emilysdelzell",,
"mims",,
"SelfShar",,
"bluecollardaugh",43.6567535,-93.36631035
"CapRadioNews",,
"mompowerment",,
"mompowerment",,
"DHSWI",,
"bioprotocolbyte",,
"MckinleyMuseum",,
"NYC_NC",,
"adrianavaldesc",,
"GeorgiaStateLaw",,
"GeorgiaStateLaw",,
"GeorgiaStateLaw",,
"GeorgiaStateLaw",,
"GeorgiaStateLaw",,
"GeorgiaStateLaw",,
"GeorgiaStateLaw",,
"GeorgiaStateLaw",,
"GeorgiaStateLaw",,
"GeorgiaStateLaw",,
"coreyblaser",,
"RozaAT86",,
"AJPHThinkTank",,
"AJPHThinkTank",,
"JMH_Foundation",,
"CertAllergy",,
"LisaPreston",,
"ByLaTinaEmerson",,
"aternes13",,
"TomYocis",,
"GarySingerMD",,
"MdVetBoard",,
"eriklutz",,
"allsmilesasap",,
"stephendpalley",,
"momof2dinosaurs",,
"MaureenSpence24",,
"KidzBizPedz",,
"JasonKirchick",,
"BuffaloCelly",,
"ToddOnTheRadio",,
"wolvfm",,
"Lynn_onward",,
"kreport",,
"ACMC_Clinics",,
"MAhealthforkids",,
"Merton_Council",,
"Merton_Council",,
"ReNueSherman",,
"kerafast",,
"DonPayne17",,
"FDAadcomm",,
"LibraryHMHS",,
"MultiBriefs",,
"MDedgeIntMed",,
"CanineCampusCO",,
"kprkoranda",,
"eboneeast",,
"Steelr95",,
"Steelr95",,
"visitor_z",,
"visitor_z",,
"chrystalena82",,
"CushnocRA",,
"rudra_channa",,
"firecaptandi17",38.3045585,-92.4367735
"Franklin_E_T",,
"Siledraws",,
"RyanLRamsey",39.3482989,-82.9939495
"ItsHaileyMarie",,
"OneHealthNews",,
"wigchert",,
"tdabrowsky",,
"noelcamp",,
"RCNPublisher",,
"Bleus_DaisyDoo",39.9054745,-104.949845
"MJGarci30227217",,
"PittBull_68",,
"SamanthaPfaff",,
"TomAnswers10",,
"TomAnswers10",,
"TomAnswers10",,
